timestamp,plate_text,crop_file,frame_file
20260704_113135,20204,/app/anpr_results/crops/20260704_113135_3545_0_0.jpg,/app/anpr_results/frames/20260704_113135_3545_0_0.jpg
20260704_113136,20202,/app/anpr_results/crops/20260704_113136_3547_0_0.jpg,/app/anpr_results/frames/20260704_113136_3547_0_0.jpg
20260704_113136,2020202,/app/anpr_results/crops/20260704_113136_3548_0_0.jpg,/app/anpr_results/frames/20260704_113136_3548_0_0.jpg
20260704_113136,202020202,/app/anpr_results/crops/20260704_113136_3549_0_0.jpg,/app/anpr_results/frames/20260704_113136_3549_0_0.jpg
20260704_113136,2020204,/app/anpr_results/crops/20260704_113136_3550_0_0.jpg,/app/anpr_results/frames/20260704_113136_3550_0_0.jpg
20260704_113136,202020202020,/app/anpr_results/crops/20260704_113136_3551_0_0.jpg,/app/anpr_results/frames/20260704_113136_3551_0_0.jpg
20260704_113137,2020202,/app/anpr_results/crops/20260704_113137_3552_0_0.jpg,/app/anpr_results/frames/20260704_113137_3552_0_0.jpg
20260704_113137,202020204,/app/anpr_results/crops/20260704_113137_3555_0_0.jpg,/app/anpr_results/frames/20260704_113137_3555_0_0.jpg
20260704_113138,2020202,/app/anpr_results/crops/20260704_113138_3558_0_0.jpg,/app/anpr_results/frames/20260704_113138_3558_0_0.jpg
20260704_113138,202020202024,/app/anpr_results/crops/20260704_113138_3559_0_0.jpg,/app/anpr_results/frames/20260704_113138_3559_0_0.jpg
20260704_113138,20204,/app/anpr_results/crops/20260704_113138_3560_0_0.jpg,/app/anpr_results/frames/20260704_113138_3560_0_0.jpg
20260704_113138,2020202,/app/anpr_results/crops/20260704_113138_3561_0_0.jpg,/app/anpr_results/frames/20260704_113138_3561_0_0.jpg
20260704_113138,2020204,/app/anpr_results/crops/20260704_113138_3562_0_0.jpg,/app/anpr_results/frames/20260704_113138_3562_0_0.jpg
20260704_113139,20202012,/app/anpr_results/crops/20260704_113139_3564_0_0.jpg,/app/anpr_results/frames/20260704_113139_3564_0_0.jpg
20260704_113139,20202020202,/app/anpr_results/crops/20260704_113139_3565_0_0.jpg,/app/anpr_results/frames/20260704_113139_3565_0_0.jpg
20260704_113139,202020202,/app/anpr_results/crops/20260704_113139_3566_0_0.jpg,/app/anpr_results/frames/20260704_113139_3566_0_0.jpg
20260704_113139,2020202,/app/anpr_results/crops/20260704_113139_3567_0_0.jpg,/app/anpr_results/frames/20260704_113139_3567_0_0.jpg
20260704_113140,02020202,/app/anpr_results/crops/20260704_113140_3570_0_0.jpg,/app/anpr_results/frames/20260704_113140_3570_0_0.jpg
20260704_113140,2020202,/app/anpr_results/crops/20260704_113140_3571_0_0.jpg,/app/anpr_results/frames/20260704_113140_3571_0_0.jpg
20260704_113140,2020204,/app/anpr_results/crops/20260704_113140_3573_0_0.jpg,/app/anpr_results/frames/20260704_113140_3573_0_0.jpg
20260704_113141,20202020204,/app/anpr_results/crops/20260704_113141_3574_0_0.jpg,/app/anpr_results/frames/20260704_113141_3574_0_0.jpg
20260704_113141,20204,/app/anpr_results/crops/20260704_113141_3575_0_0.jpg,/app/anpr_results/frames/20260704_113141_3575_0_0.jpg
20260704_113141,202020202,/app/anpr_results/crops/20260704_113141_3576_0_0.jpg,/app/anpr_results/frames/20260704_113141_3576_0_0.jpg
20260704_113141,2020204,/app/anpr_results/crops/20260704_113141_3578_0_0.jpg,/app/anpr_results/frames/20260704_113141_3578_0_0.jpg
20260704_113142,202020202,/app/anpr_results/crops/20260704_113142_3579_0_0.jpg,/app/anpr_results/frames/20260704_113142_3579_0_0.jpg
20260704_113142,2020204,/app/anpr_results/crops/20260704_113142_3580_0_0.jpg,/app/anpr_results/frames/20260704_113142_3580_0_0.jpg
20260704_113142,2020202,/app/anpr_results/crops/20260704_113142_3581_0_0.jpg,/app/anpr_results/frames/20260704_113142_3581_0_0.jpg
20260704_113142,02020202,/app/anpr_results/crops/20260704_113142_3582_0_0.jpg,/app/anpr_results/frames/20260704_113142_3582_0_0.jpg
20260704_113142,2020204,/app/anpr_results/crops/20260704_113142_3583_0_0.jpg,/app/anpr_results/frames/20260704_113142_3583_0_0.jpg
20260704_113142,202020202,/app/anpr_results/crops/20260704_113142_3584_0_0.jpg,/app/anpr_results/frames/20260704_113142_3584_0_0.jpg
20260704_113143,202020204,/app/anpr_results/crops/20260704_113143_3585_0_0.jpg,/app/anpr_results/frames/20260704_113143_3585_0_0.jpg
20260704_113143,20202024,/app/anpr_results/crops/20260704_113143_3587_0_0.jpg,/app/anpr_results/frames/20260704_113143_3587_0_0.jpg
20260704_113143,20202,/app/anpr_results/crops/20260704_113143_3588_0_0.jpg,/app/anpr_results/frames/20260704_113143_3588_0_0.jpg
